"Region_ID","Region_name","Region_class","Sv_mean_38","NASC_38","Sv_max_38","Sv_min_38","Height_mean","Depth_mean","VL_start","VL_end","Date_M","Time_M","Lat_M","Lon_M","EV_filename","Uncorrected_length","Uncorrected_thickness","Uncorrected_perimeter","Uncorrected_area","Standard_deviation","Skewness","Kurtosis","Attack_angle","Corrected_length","Corrected_thickness","Corrected_perimeter","Corrected_area","Image_compactness","Corrected_mean_amplitude","Corrected_MVBS","Coefficient_of_variation_38","Horizontal_roughness_coefficient","Vertical_roughness_coefficient","X3D_school_area","X3D_school_volume","ABC_38","ABC_noise","Area_Backscatter_Strength_38","Thickness_mean","Range_mean","Frequency","Sv_mean_70","NASC_70","Sv_max_70","Sv_min_70","ABC_70","Coefficient_of_variation_70","Area_Backscatter_Strength_70","Sv_mean_120","NASC_120","Sv_max_120","Sv_min_120","ABC_120","Coefficient_of_variation_120","Area_Backscatter_Strength_120","Sv_mean_200","NASC_200","Sv_max_200","Sv_min_200","ABC_200","Coefficient_of_variation_200","Area_Backscatter_Strength_200","ddB70","ddB120","ddB200","Sv_mean_18"
10," Region10","Anch",-44.217468,2504.889403,-34.60944,-37.973051,1.534771,35.700724,628.455,628.455,20170310," 08:59:23.1120",-16.5572,-72.93353333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",10.138581,2.241252,41.801783,15.154039,9.64e-05,2.320021,3.82354,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.000138083,-9999,-9999,5.81e-05,0,-42.35703279,1.534771,35.700724,38,-51.920843,425.060752,-36.522258,-37.397212,9.86e-06,-1,-50.06040828,-43.132145,3216.035782,-34.347991,-60.047464,7.46e-05,63.019893,-41.27170962,-50.802824,549.861067,-37.159719,-37.81809,1.28e-05,-1,-48.94238864,7.703375,-1.085323,6.585356,NA
1," Region1","Anch",-41.464711,49510.48292,-22.161389,-37.996867,16.09446,22.945785,628.455,628.455,20170310," 08:44:47.8810",-16.55435,-72.94760395," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",227.582047,31.767318,1370.095276,3541.374931,0.000264682,8.413336,107.495757,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.010578536,0.001898002,-9999,-9999,0.001148697,0,-29.39794672,16.09446,22.945785,38,-46.788289,14532.46822,-23.228809,-37.96897,0.000337169,-1,-34.72152452,-42.754862,36785.95542,-22.973624,-60.999975,0.000853474,317.994379,-30.68809794,-44.55299,24314.71777,-23.63984,-37.995822,0.000564128,-1,-32.48622601,5.323578,1.290151,3.088279,NA
2," Region2","Anch",-36.202695,127979.2612,-19.620267,-37.998681,12.385606,29.23324,628.455,628.455,20170310," 08:48:36.6890",-16.5554,-72.94295552," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",682.144273,39.07575,6232.133603,8845.478546,0.000594609,5.195162,41.473906,-1.821523,683.073722,38.69175,6233.224501,8770.487318,352.526646,0.000237702,-36.239671,250.149005,0.006128991,0.001407184,105717.2698,83428.64479,0.002969257,0,-25.27352236,12.385606,29.23324,38,-39.481614,60188.07865,-21.635147,-37.997104,0.001396428,-1,-28.54981354,-37.467547,95840.06623,-17.857546,-60.994619,0.002223593,261.05307,-26.52944729,-37.28964,99767.2361,-20.214772,-37.998234,0.002314707,291.002843,-26.35503893,3.278919,1.264852,1.086945,NA
3," Region3","Anch",-999,0,-999,-999,0.584675,40.391267,628.455,628.455,20170310," 08:48:33.4890",-16.5554,-72.94301104," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",10.973607,1.461686,24.757876,6.67168,0,0,0,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,-9.9e+37,-9999,-9999,0,0,-9999,0.584675,40.391267,38,-999,0,-999,-999,0,-1,-9999,-54.178039,96.294646,-41.625314,-41.625314,2.23e-06,423.909852,-56.50889695,-100,0,-999,-999,0,-1,-9999,0,-944.821961,0,-100
6," Region6","Anch",-38.703813,59742.61384,-19.100569,-37.999998,10.284276,27.612286,628.455,628.455,20170310," 08:55:16.7030",-16.55651667,-72.93715553," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",832.069863,37.029389,6890.849125,8427.387777,0.000454981,9.077314,139.280889,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.012863499,0.002332006,-9999,-9999,0.001386093,0,-28.58207614,10.284276,27.612286,38,-42.100903,27325.94513,-21.760633,-37.997474,0.000633991,-1,-31.97916642,-39.19085,53404.82874,-16.727463,-60.997214,0.00123905,371.469226,-29.06911308,-39.447899,50335.64268,-16.590302,-37.996952,0.001167841,-1,-29.32616216,3.39709000000001,0.487037000000001,0.744086000000003,NA
7," Region7","Anch",-999,0,-999,-999,0.487229,37.516618,628.455,628.455,20170310," 08:54:28.7010",-16.55636667,-72.93785553," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",11.456906,1.071903,23.042611,5.51625,0,0,0,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,-9.9e+37,-9999,-9999,0,0,-9999,0.487229,37.516618,38,-999,0,-999,-999,0,-1,-9999,-999,0,-999,-999,0,-1,-9999,-100,0,-999,-999,0,-1,-9999,0,0,0,-100
8," Region8","Anch",-44.076592,2494.131477,-32.867152,-37.949057,1.479404,28.218425,628.455,628.455,20170310," 08:59:05.5120",-16.55716667,-72.93379438," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",36.558873,5.846746,143.100849,52.450753,0.000103502,2.759815,7.236373,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.000719669,-9999,-9999,5.79e-05,0,-42.37572491,1.479404,28.218425,38,-45.399397,1839.242025,-31.058602,-37.709814,4.27e-05,-1,-43.69852953,-43.301381,2981.539098,-33.159355,-60.271219,6.92e-05,178.248727,-41.60051325,-42.945657,3236.032184,-30.933401,-37.543513,7.51e-05,-1,-41.24479002,1.322805,-0.775210999999999,-1.130935,NA
9," Region9","Anch",-32.919628,271340.4285,-18.841871,-37.999182,12.330637,13.456637,628.455,628.455,20170310," 08:59:26.3120",-16.55721667,-72.93349654," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",34.839099,26.115464,398.481746,458.460906,0.001015339,5.126585,41.584761,1.93148,34.385423,25.731464,396.806395,445.837423,28.104181,0.00050697,-32.950177,200.27599,0.00582038,0.001356227,3539.149087,2885.345547,0.00629539,0,-22.00977328,12.330637,13.456637,38,-37.819524,87806.1588,-23.536343,-37.986132,0.002037198,226.39492,-26.90966856,-36.804701,110919.3333,-20.74845,-60.916419,0.002573448,251.844296,-25.89484584,-37.478883,94970.57015,-22.186016,-37.997316,0.00220342,248.765603,-26.56902789,4.899896,3.885073,4.559255,NA
10," Region10","Anch",-44.217468,2504.889403,-34.60944,-37.973051,1.534771,35.700724,628.455,628.455,20170310," 08:59:23.1120",-16.5572,-72.93353333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 16/JOB 170304 Lance 16.ev",10.138581,2.241252,41.801783,15.154039,9.64e-05,2.320021,3.82354,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.000138083,-9999,-9999,5.81e-05,0,-42.35703279,1.534771,35.700724,38,-51.920843,425.060752,-36.522258,-37.397212,9.86e-06,-1,-50.06040828,-43.132145,3216.035782,-34.347991,-60.047464,7.46e-05,63.019893,-41.27170962,-50.802824,549.861067,-37.159719,-37.81809,1.28e-05,-1,-48.94238864,7.703375,-1.085323,6.585356,NA
2," Region2","Anch",-37.387165,37464.93889,-24.098157,-37.975466,4.762662,32.524205,802.465,802.465,20170311," 07:13:10.5220",-16.21561667,-73.75584864," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",27.132073,6.041637,126.358488,127.075108,0.000466237,4.792995,28.596337,-4.068532,29.442565,5.657637,130.211471,129.131917,10.448526,0.000185463,-37.317434,251.391155,0.006843876,0.001594404,666.301386,468.486529,0.000869227,0,-30.60866806,4.762662,32.524205,38,-41.368586,14979.00357,-28.006729,-37.935815,0.000347529,-1,-34.5900891,-40.881077,16758.44837,-26.633954,-69.830506,0.000388814,250.54873,-34.10258028,-43.101552,10050.46953,-27.531114,-37.942524,0.000233182,-1,-36.32305483,3.981421,3.49391199999999,5.71438699999999,NA
3," Region3","Anch",-45.852516,7058.033297,-33.009629,-37.950257,6.301492,26.139072,802.465,802.465,20170311," 07:13:45.7230",-16.21598333,-73.75539687," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",28.44698,8.087998,182.902968,180.037194,8.05e-05,3.270615,10.761008,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.000782779,0.000327455,-9999,-9999,0.000163754,0,-37.85808131,6.301492,26.139072,38,-56.51561,605.862817,-35.202968,-37.886506,1.41e-05,-1,-48.52117534,-45.763798,7203.697335,-35.34717,-69.896275,0.000167134,177.236368,-37.76936377,-53.055046,1344.097171,-34.89602,-37.681177,3.12e-05,-1,-45.06061167,10.663094,-0.0887180000000001,7.20253,NA
4," Region4","Anch",-35.52786,87624.39619,-23.194314,-37.941661,7.259709,26.319947,802.465,802.465,20170311," 07:14:08.1250",-16.21624558,-73.75507109," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",28.495391,10.524142,211.232279,197.792618,0.000610637,3.436444,14.771029,-0.567092,28.755898,10.140142,210.985293,192.317911,18.41937,0.000272285,-35.649764,224.26396,0.003421607,0.001223992,1166.355562,979.185312,0.00203298,0,-26.91866796,7.259709,26.319947,38,-39.454963,35474.37714,-27.1119,-37.810704,0.000823044,-1,-30.84577055,-41.206561,23700.35851,-30.404947,-69.96921,0.000549874,183.700906,-32.59736919,-41.139638,24068.40365,-28.70504,-37.892529,0.000558413,-1,-32.53044548,3.927103,5.678701,5.611778,NA
5," Region5","Anch",-43.132626,13245.53566,-26.35542,-37.985182,6.321794,8.975149,802.465,802.465,20170311," 07:16:03.3280",-16.21756667,-73.75338333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",25.483746,9.64713,220.317852,167.825421,0.000185493,6.591679,57.998468,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.001060346,0.00274415,-9999,-9999,0.000307311,0,-35.12422308,6.321794,8.975149,38,-46.420574,6212.61992,-28.630561,-37.990909,0.000144139,-1,-38.41217049,-42.84162,14163.48486,-29.990957,-69.807833,0.000328608,266.559755,-34.83321712,-45.522789,7639.294091,-30.485455,-37.978719,0.00017724,-1,-37.51438605,3.287948,-0.291006000000003,2.390163,NA
6," Region6","Anch",-44.493918,11209.00713,-31.354679,-37.995742,7.319259,13.434685,802.465,802.465,20170311," 07:16:46.5300",-16.21800138,-73.75283195," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",36.629352,12.18072,271.103777,267.232841,0.000106717,3.337802,11.608806,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.000678582,0.000541998,-9999,-9999,0.000260061,0,-35.84924689,7.319259,13.434685,38,-49.172949,3816.489049,-34.28129,-37.96042,8.85e-05,-1,-40.52827814,-45.479152,8933.954322,-35.314944,-69.937671,0.000207277,155.922638,-36.83448107,-51.391472,2289.875182,-34.287325,-37.947515,5.31e-05,-1,-42.74680024,4.679031,0.985233999999998,6.897554,NA
7," Region7","Anch",-46.872139,2186.41821,-33.236666,-37.909534,2.468626,21.554105,802.465,802.465,20170311," 07:21:31.3400",-16.22115,-73.74886667," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",25.043235,3.410602,120.689948,64.572439,6.91e-05,3.749478,15.644411,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.000627913,-9999,-9999,5.07e-05,0,-42.94758598,2.468626,21.554105,38,-58.702332,143.454417,-36.883896,-36.883896,3.33e-06,-1,-54.7777791,-48.867698,1380.948039,-40.307797,-69.762151,3.2e-05,152.689162,-44.94314496,-55.739998,283.757473,-36.436662,-37.490882,6.58e-06,-1,-51.81544527,11.830193,1.995559,8.867859,NA
8," Region8","Anch",-43.050048,4300.514157,-33.382528,-37.609749,2.013879,6.961085,802.465,802.465,20170311," 07:21:48.9410",-16.22135,-73.74862428," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",10.045474,2.53359,31.971023,19.671322,0.000108017,2.088191,3.529231,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.000346948,-9999,-9999,9.98e-05,0,-40.00971453,2.013879,6.961085,38,-42.967925,4382.608844,-33.430091,-37.794666,0.000101681,-1,-39.92759123,-37.587423,15128.0497,-29.876431,-68.188035,0.000350987,136.021515,-34.54708892,-40.158967,8368.132643,-30.646403,-37.949872,0.00019415,-1,-37.11863279,-0.0821229999999957,-5.462625,-2.891081,NA
9," Region9","Anch",-42.824648,11806.19947,-27.585703,-37.974391,5.249078,8.974236,802.465,802.465,20170311," 07:24:54.5480",-16.22325,-73.74601667," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",107.799099,10.329251,536.942763,564.931752,0.000153929,4.548238,29.630558,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.001704191,0.000873758,-9999,-9999,0.000273917,0,-35.62381718,5.249078,8.974236,38,-46.678884,4860.561611,-30.121014,-37.998767,0.00011277,-1,-39.47805382,-43.656249,9748.772683,-30.715325,-69.886462,0.000226182,201.080801,-36.4554189,-44.542411,7949.389183,-26.790784,-37.97752,0.000184434,-1,-37.34158075,3.85423599999999,0.831600999999999,1.717763,NA
10," Region10","Anch",-39.083168,28891.46455,-27.802338,-37.987464,5.427434,12.472951,802.465,802.465,20170311," 07:26:22.5510",-16.2241,-73.74483333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",104.77694,15.981105,412.460383,565.389436,0.000236575,2.557567,7.684565,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.001117611,0.000472912,-9999,-9999,0.000670313,0,-31.73722277,5.427434,12.472951,38,-41.595083,16202.35231,-27.039916,-37.999792,0.000375912,-1,-34.24913763,-39.8942,23969.9049,-29.286006,-69.984809,0.000556128,149.475878,-32.54825523,-39.588762,25716.39675,-27.505264,-37.995435,0.000596648,-1,-32.24281717,2.511915,0.811031999999997,0.505594000000002,NA
12," Region12","Anch",-36.880462,64203.56548,-21.873117,-37.998993,7.262957,18.664262,802.465,802.465,20170311," 07:27:53.7540",-16.22481755,-73.74378245," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",153.010922,32.449438,738.658848,1086.496217,0.00049001,4.888451,33.919809,-3.091406,154.018201,32.065438,739.905405,1080.706663,40.312034,0.000204002,-36.903666,240.199288,0.004689748,0.001213026,19754.64433,6577.434671,0.001489592,0,-28.26932687,7.262957,18.664262,38,-39.645007,33970.70967,-22.822665,-37.993014,0.000788157,-1,-31.03387215,-39.276046,36982.87945,-24.57003,-69.98716,0.000858043,222.449797,-30.66491112,-39.058109,38886.10091,-21.415886,-37.999652,0.000902199,-1,-30.44697435,2.764545,2.395584,2.177647,NA
13," Region13","Anch",-60.778768,92.591353,-37.535944,-37.535944,2.570132,45.938517,802.465,802.465,20170311," 07:27:52.1540",-16.2247933,-73.7438067," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",24.250697,3.313156,123.272579,60.81201,1.21e-05,14.525839,211,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,-9.9e+37,-9999,-9999,2.15e-06,0,-56.67921406,2.570132,45.938517,38,-999,0,-999,-999,0,-1,-9999,-52.574521,612.34361,-45.640163,-69.330962,1.42e-05,99.735151,-48.47496644,-100,0,-999,-999,0,-1,-9999,938.221232,-8.204247,938.221232,NA
14," Region14","Anch",-35.520037,97730.49983,-20.175112,-37.996815,8.08243,10.801878,802.465,802.465,20170311," 07:28:49.7560",-16.22535088,-73.74296578," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",145.160614,16.370888,649.361293,1184.556421,0.000745005,5.198064,37.312919,-0.807714,145.312893,15.986888,648.897852,1157.984644,28.936101,0.000274248,-35.618566,271.65392,0.008925814,0.001822765,9292.403594,7039.396047,0.002267453,0,-26.44461714,8.08243,10.801878,38,-38.356435,50861.62761,-20.046699,-37.997973,0.001180045,-1,-29.2810158,-37.96824,55617.28003,-23.416772,-69.886042,0.001290381,274.337413,-28.89282088,-37.511701,61782.24434,-21.758357,-37.944921,0.001433415,340.362934,-28.43628154,2.836398,2.448203,1.991664,NA
15," Region15","Anch",-37.19776,2715.473374,-32.083042,-37.844944,0.330468,0.806218,802.465,802.465,20170311," 07:30:06.5580",-16.22616667,-73.74173333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",274.923215,1.071903,574.408145,86.865372,0.000158857,0.274385,-0.810757,-3.930348,274.978542,0.687903,573.750798,55.757831,469.819315,0.000122372,-39.123168,129.814241,7.45e-06,0.000190698,756.634648,14.011842,6.3e-05,0,-42.00646285,0.330468,0.806218,38,-42.023385,893.887826,-29.045673,-37.935465,2.07e-05,-1,-46.83208812,-42.72564,760.426978,-30.424491,-69.958196,1.76e-05,376.632462,-47.53434318,-46.315177,332.739078,-31.003458,-37.600249,7.72e-06,-1,-51.12388025,4.825625,5.52788,9.117417,NA
17," Region17","Anch",-38.505826,12738.27438,-30.272269,-37.586099,2.095084,8.856989,802.465,802.465,20170311," 07:31:00.9600",-16.22675713,-73.7408762," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",21.457451,2.631036,70.20658,43.850271,0.000211142,1.544777,1.995764,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.000555479,0.000189895,-9999,-9999,0.000295542,0,-35.29381235,2.095084,8.856989,38,-52.387066,521.178686,-37.083719,-37.77376,1.21e-05,-1,-49.17505188,-40.944638,7264.895951,-28.504655,-69.878746,0.000168553,273.399474,-37.73262436,-48.131496,1388.492761,-35.093046,-37.878799,3.22e-05,-1,-44.91948214,13.88124,2.438812,9.62567,NA
18," Region18","Anch",-39.702571,9400.34817,-28.331911,-37.959645,2.036616,6.529798,802.465,802.465,20170311," 07:31:28.1610",-16.22703333,-73.7404878," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",36.192948,5.262071,99.074802,79.180661,0.000250507,2.936611,9.51726,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.000319343,0.000910214,-9999,-9999,0.000218098,0,-36.61347895,2.036616,6.529798,38,-46.998285,1752.155216,-31.115563,-37.562098,4.07e-05,-1,-43.90919258,-44.99311,2780.289574,-33.946196,-69.941286,6.45e-05,190.846727,-41.90401803,-50.664227,753.318005,-32.041607,-35.308805,1.75e-05,-1,-47.57513487,7.295714,5.290539,10.961656,NA
19," Region19","Anch",-999,0,-999,-999,1.14986,33.119997,802.465,802.465,20170311," 07:32:20.9630",-16.22752571,-73.73974096," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",16.66537,1.364241,43.867527,18.83707,0,0,0,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,-9.9e+37,-9999,-9999,0,0,-9999,1.14986,33.119997,38,-999,0,-999,-999,0,-1,-9999,-53.909301,201.468262,-48.053684,-68.153511,4.67e-06,132.781586,-53.30285193,-100,0,-999,-999,0,-1,-9999,0,-945.090699,0,-100
20," Region20","Anch",-39.814169,28341.38285,-26.989357,-37.985083,6.30008,8.799083,802.465,802.465,20170311," 07:32:43.3630",-16.22775,-73.73943333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",83.164795,12.473057,399.968768,504.031756,0.000233386,3.206938,13.093334,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.0013003,0.000675662,-9999,-9999,0.000657551,0,-31.82070797,6.30008,8.799083,38,-46.778076,5702.040827,-29.276806,-37.992104,0.000132293,-1,-38.78461512,-44.365572,9937.582098,-31.42802,-69.972061,0.000230563,191.092982,-36.37211105,-49.978407,2728.960372,-30.013126,-37.920704,6.33e-05,-1,-41.98494605,6.963907,4.551403,10.164238,NA
21," Region21","Anch",-999,0,-999,-999,1.291156,29.261307,802.465,802.465,20170311," 07:32:27.3630",-16.22758333,-73.73965," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",14.503322,1.364241,43.91224,18.58409,0,0,0,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,-9.9e+37,-9999,-9999,0,0,-9999,1.291156,29.261307,38,-999,0,-999,-999,0,-1,-9999,-53.358774,256.798935,-46.470525,-69.169394,5.96e-06,141.522887,-52.24898616,-100,0,-999,-999,0,-1,-9999,0,-945.641226,0,-100
22," Region22","Anch",-41.956302,10707.41389,-24.895066,-37.976669,3.89783,37.875045,802.465,802.465,20170311," 07:33:05.7650",-16.22796667,-73.73913018," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",123.209577,8.867564,480.29411,475.312574,0.000193079,7.841626,101.606988,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.002498504,0.001062581,-9999,-9999,0.000248424,0,-36.04807244,3.89783,37.875045,38,-45.487253,4748.861076,-28.507517,-37.933857,0.000110179,-1,-39.57902369,-44.321027,6211.722447,-32.408094,-69.578243,0.000144119,201.991053,-38.41279792,-45.420619,4822.284821,-27.29793,-37.987143,0.000111882,-1,-39.51238977,3.530951,2.364725,3.464317,NA
23," Region23","Anch",-44.330969,6941.221432,-30.935818,-37.922563,4.36557,28.041757,802.465,802.465,20170311," 07:33:07.3650",-16.22796667,-73.7391," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",22.786897,5.846746,149.357066,87.047492,0.000120151,4.055464,18.371849,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.011473365,0.001239105,-9999,-9999,0.000161044,0,-37.93055935,4.36557,28.041757,38,-43.032502,9360.145826,-28.600974,-37.597523,0.000217165,-1,-36.63209219,-46.215783,4497.327803,-33.381683,-69.842868,0.000104343,236.318145,-39.8153729,-44.453894,6747.507959,-28.029772,-37.90688,0.000156549,-1,-38.05348429,-1.298467,1.884814,0.122924999999995,NA
24," Region24","Anch",-41.107388,18673.51601,-24.835906,-37.987464,5.590788,9.268398,802.465,0,20170311," 07:35:05.7680",-16.22913644,-73.73743333," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",277.336603,10.621588,824.040924,1583.780956,0.00020638,4.506023,32.563383,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.00193718,0.000872021,-9999,-9999,0.000433246,0,-33.63265736,5.590788,9.268398,38,-43.919199,9773.383179,-23.064658,-37.993014,0.000226753,-1,-36.44446908,-41.749132,16108.37361,-26.2444,-69.916296,0.000373732,262.547227,-34.2744014,-42.97026,12160.1472,-25.123391,-37.997316,0.000282129,-1,-35.49553002,2.811811,0.641744000000003,1.862872,NA
25," Region25","Anch",-39.154257,19824.96447,-23.836008,-37.989152,3.785701,7.431579,0,0,20170311," 07:37:24.9740",-16.23045905,-73.73547428," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 21/JOB 170304 Lance 21.ev",216.260771,8.28289,816.109121,824.482554,0.000307367,5.193731,42.037171,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,0.002768698,0.001269707,-9999,-9999,0.000459961,0,-33.37279417,3.785701,7.431579,38,-41.485158,11591.03955,-26.304147,-37.998248,0.000268925,-1,-35.70369446,-41.035226,12856.28591,-24.429546,-69.998919,0.00029828,253.177301,-35.25376312,-41.713172,10998.18329,-26.272061,-37.989713,0.00025517,-1,-35.93170881,2.330901,1.880969,2.558915,NA
1," Region1","Anch",-38.204155,6139.259386,-26.951616,-37.85933,0.941976,9.98987,814.612135,814.615112,20170311," 21:16:29.1250",-16.37098628,-73.86785," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 22/JOB 170304 Lance 22.ev",10.699462,1.266795,24.412168,10.236717,0.000444149,3.373866,11.731061,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.008955877,-9999,-9999,0.000142437,0,-38.46375851,0.941976,9.98987,38,-999,0,-999,-999,0,-1,-9999,-43.000225,2034.740457,-38.075465,-68.038688,4.72e-05,120.308252,-43.25982814,-100,0,-999,-999,0,-1,-9999,960.795845,4.79607,960.795845,NA
2," Region2","Anch",-38.204155,6139.259386,-26.951616,-37.85933,0.941976,9.98987,814.612135,814.615112,20170311," 21:16:29.1250",-16.37098628,-73.86785," C:/Users/Gustabo PC/Documents/IMARPE/Taller P.G.F/data/JOB 170304 Lance 22/JOB 170304 Lance 22.ev",10.699462,1.266795,24.412168,10.236717,0.000444149,3.373866,11.731061,-9999,-9999,-9999,-9999,-9999,-1,-1,-1,-1,-9.9e+37,0.008955877,-9999,-9999,0.000142437,0,-38.46375851,0.941976,9.98987,38,-999,0,-999,-999,0,-1,-9999,-43.000225,2034.740457,-38.075465,-68.038688,4.72e-05,120.308252,-43.25982814,-100,0,-999,-999,0,-1,-9999,960.795845,4.79607,960.795845,NA
2," Region2","Anch",-37.164852,36054.18539,-25.686849,-69.860548,4.354607,12.98877,1115.864937,1115.883355,20170313," 07:18:44.65",-15.63218333,-74.96865," C:\Users\Carlos Valdez Mego\Documents\1. IMARPE\Talleres\Taller IMARPE acustica multivariada\TALLER\Anch_90Porc\JOB_170304_Lance_28\L28.EV",38.429269,7.11354,154.046502,166.114453,0.000342887,3.482113,15.11114,12.655966,35.54848,6.72954,147.516922,145.367033,11.912637,0.000186373,-37.296171,183.978892,0.001185036,0.000222419,956.899725,449.744767,0.000836496,0,-30.77536147,4.354607,12.98877,38,-39.003141,23611.67268,-27.264349,-86.44102,0.000547816,204.707699,-32.6136508,-39.087391,23158.03796,-27.466363,-67.813082,0.000537291,214.170454,-32.69790073,-37.208273,35695.50825,-23.543932,-69.86063,0.000828174,248.975599,-30.81878264,1.838289,1.92253899999999,0.043420999999995,NA
